Tipo;Numero;Data;DataVencimento;Cliente;NIF;Artigo;Descricao;Qtd;Unidade;PU;Desconto%;IVA%;SubtotalSemIVA;TotalIVA;TotalLinha;Armazem;Vendedor;Observacoes
FR;FR 2025/3751;2026-06-13;2026-10-25;Gama Corp;PT435105431;ART003;Artigo ART003 - Lote 1262;201;PC;653.69;8;13;120880.35;15714.45;136594.80;AZ03;Carlos Oliveira;Ref 58215250
FR;FR 2025/2770;2025-06-21;2026-07-29;ACME Lda;PT804874594;ART055;Artigo ART055 - Lote 6944;114;KG;52.16;9;13;5411.08;703.44;6114.52;AZ02;Pedro Fernandes;Ref 26111455
FT;FT 2025/5769;2026-03-23;2025-01-03;Kappa Manufacturing Lda;PT508615709;ART003;Artigo ART003 - Lote 5270;11;M;2012.89;12;13;19484.78;2533.02;22017.80;AZ02;Catarina Lopes;Ref 63532617
RG;RG 2025/3792;2026-09-06;2025-01-24;Beta Solutions SA;PT368722989;ART033;Artigo ART033 - Lote 0794;465;M;928.20;3;13;418664.61;54426.40;473091.01;AZ02;Carlos Oliveira;Ref 26602168
RG;RG 2025/2438;2025-02-02;2026-08-14;Delta Serviços Lda;PT287221420;ART003;Artigo ART003 - Lote 1970;197;M;71.94;0;23;14172.18;3259.60;17431.78;AZ04;Ana Pereira;Ref 37100531
FT;FT 2025/5648;2024-04-30;2026-05-21;Kappa Manufacturing Lda;PT113166147;ART012;Artigo ART012 - Lote 3006;366;L;222.53;8;23;74930.30;17233.97;92164.27;AZ05;Pedro Fernandes;Ref 83907564
FR;FR 2025/9205;2025-05-11;2026-11-03;ACME Lda;PT559490825;ART018;Artigo ART018 - Lote 1866;313;KG;38.87;15;6;10341.36;620.48;10961.84;AZ02;Catarina Lopes;Ref 40556582
ND;ND 2025/6102;2025-03-05;2025-06-02;ACME Lda;PT239922739;ART015;Artigo ART015 - Lote 5540;366;M3;1141.40;10;23;375977.16;86474.75;462451.91;AZ04;Sofia Martins;Ref 92341591
NC;NC 2025/5719;2026-11-22;2026-06-26;Beta Solutions SA;PT194144676;ART021;Artigo ART021 - Lote 7524;151;CX;1407.17;3;13;206108.19;26794.06;232902.25;AZ03;Rui Costa;Ref 16369278
RG;RG 2025/9604;2026-04-23;2026-02-19;Zeta Industries Lda;PT722146634;ART012;Artigo ART012 - Lote 2437;74;PC;1682.56;5;13;118283.97;15376.92;133660.89;AZ03;Rui Costa;Ref 71754556
FR;FR 2025/5211;2024-05-31;2026-03-13;Iota Services SA;PT625235437;ART003;Artigo ART003 - Lote 6293;76;L;101.03;3;6;7447.93;446.88;7894.81;AZ03;Pedro Fernandes;Ref 55688534
FT;FT 2025/8045;2026-02-22;2025-01-29;Beta Solutions SA;PT467275360;ART055;Artigo ART055 - Lote 4248;65;PC;2187.11;5;6;135054.04;8103.24;143157.28;AZ05;Sofia Martins;Ref 27358112
NC;NC 2025/8805;2025-04-06;2025-04-07;Delta Serviços Lda;PT386565510;ART018;Artigo ART018 - Lote 9517;41;KG;1694.82;8;13;63928.61;8310.72;72239.33;AZ01;Pedro Fernandes;Ref 22697335
FR;FR 2025/8621;2025-08-06;2025-12-02;Gama Corp;PT726057492;ART055;Artigo ART055 - Lote 4198;238;M;2974.65;15;13;601771.70;78230.32;680002.02;AZ03;Ana Pereira;Ref 85278181
ND;ND 2025/9227;2024-01-22;2025-09-07;Zeta Industries Lda;PT078459074;ART025;Artigo ART025 - Lote 6880;231;CX;2562.08;2;6;580003.67;34800.22;614803.89;AZ05;Pedro Fernandes;Ref 65177156
NC;NC 2025/0344;2026-04-12;2026-12-04;Gama Corp;PT107860909;ART025;Artigo ART025 - Lote 1245;19;PC;2373.92;12;6;39691.94;2381.52;42073.46;AZ04;Sofia Martins;Ref 25751583
FT;FT 2025/0945;2025-10-08;2026-10-21;Gama Corp;PT704971450;ART025;Artigo ART025 - Lote 6356;60;CX;2334.63;13;6;121867.69;7312.06;129179.75;AZ04;João Silva;Ref 65907073
RG;RG 2025/1599;2026-05-27;2026-11-10;ACME Lda;PT868090948;ART055;Artigo ART055 - Lote 7949;111;UN;1747.63;9;23;176528.11;40601.47;217129.58;AZ05;Ana Pereira;Ref 32125813
ND;ND 2025/5647;2026-12-13;2026-12-06;Gama Corp;PT845404004;ART018;Artigo ART018 - Lote 8886;104;M;1345.40;1;13;138522.38;18007.91;156530.29;AZ01;Pedro Fernandes;Ref 30918506
RG;RG 2025/0811;2025-03-07;2026-07-22;Beta Solutions SA;PT809350408;ART055;Artigo ART055 - Lote 3024;61;PC;846.34;13;23;44915.26;10330.51;55245.77;AZ01;Sofia Martins;Ref 42376871
ND;ND 2025/0782;2026-12-21;2026-01-31;Theta Group Lda;PT092471750;ART007;Artigo ART007 - Lote 4414;26;M3;1428.75;4;6;35661.60;2139.70;37801.30;AZ04;Carlos Oliveira;Ref 19542863
FT;FT 2025/7455;2026-08-11;2025-06-07;Iota Services SA;PT104255126;ART018;Artigo ART018 - Lote 8017;95;CX;2690.15;0;23;255564.25;58779.78;314344.03;AZ04;João Silva;Ref 66947731
RG;RG 2025/5908;2024-05-14;2026-06-14;Eta Consulting SA;PT752185689;ART030;Artigo ART030 - Lote 9483;337;M;2420.13;4;23;782960.46;180080.91;963041.37;AZ02;João Silva;Ref 90545813
NC;NC 2025/4915;2025-05-15;2026-09-03;Gama Corp;PT185325175;ART030;Artigo ART030 - Lote 9284;109;M3;65.16;9;6;6463.22;387.79;6851.01;AZ03;Pedro Fernandes;Ref 63406273
FR;FR 2025/8293;2026-02-22;2026-12-13;Beta Solutions SA;PT797113247;ART040;Artigo ART040 - Lote 1061;297;M;2429.27;9;6;656558.80;39393.53;695952.33;AZ02;Maria Santos;Ref 51972607
